年龄段,其他年龄填写,行业/专业,学生专业方向,水墨喜好程度,AIGC了解程度,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,系列A最喜欢,系列B最喜欢,综合排序,受欢迎元素,图案应用建议
20-25岁,,新媒体/互联网类,,一般,有所了解,5,5,2,4,5,3,1,4,4,5,4,3,3,3,3,3,4,3,4,2,3,3,2,3,5,5,2,3,5,4,5,2,3,5,3,4,5,4,1,5,4,4,3,4,5,3,4,2,5,3,"A28,A3,A25,A16","B10,B15","A29,B7,B9",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
31-35岁,,其他,,一般,有所了解,5,3,2,2,4,3,5,1,3,3,3,5,3,3,3,4,3,3,4,2,5,4,3,4,4,5,2,4,4,4,5,4,3,5,4,5,3,4,4,4,2,5,3,5,4,2,4,3,4,3,"A10,A20,A6","B2,B8,B6","A31,A29,A26",抽象构图结合现代感，符合年轻人口味,搭配简洁剪裁，突出图案主体性
20-25岁,,新媒体/互联网类,,比较喜欢,有所了解,5,3,2,4,3,5,3,4,3,3,3,4,3,4,2,2,2,4,1,4,3,1,3,3,3,5,2,4,5,5,5,1,3,5,3,4,2,5,1,4,2,5,1,5,4,4,5,3,5,2,"A5,A12,A30","B8,B5,B13","B9,A29,A26,B7",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,"新媒体/互联网类,时尚/服装类",,不太喜欢,完全不了解,4,3,3,3,3,2,3,3,3,3,5,4,3,1,3,4,2,3,2,3,1,2,3,4,3,5,4,2,4,4,5,3,1,5,5,4,3,4,3,5,4,5,3,4,2,3,4,3,4,3,"A27,A9,A29,A24","B6,B2,B11","B5,B3,A31,A1",色彩淡雅、笔触灵动，意境深远,可用于整件服装印花，形成整体风格
20-25岁,,教育/科研类,,比较喜欢,有所了解,5,3,4,1,3,1,4,2,3,3,4,2,3,5,1,5,1,4,5,5,3,4,2,3,3,4,4,1,5,5,5,4,4,4,3,4,2,4,3,4,3,5,1,5,3,5,4,3,5,5,"A1,A10,A7,A19,A25","B10,B7","A30,B1,B3",色彩淡雅、笔触灵动，意境深远,搭配简洁剪裁，突出图案主体性
20-25岁,,时尚/服装类,,非常喜欢,非常了解并关注,5,3,3,3,2,4,4,4,2,3,5,3,3,3,3,3,2,3,4,5,2,4,1,5,1,4,1,3,4,5,5,3,3,4,2,5,3,4,3,4,3,5,3,5,4,3,5,3,4,4,"A35,A30,A7,A6","B12,B2","B14,B1,A30,B12",抽象构图结合现代感，符合年轻人口味,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,新媒体/互联网类,,比较喜欢,听说过，不太了解,5,3,4,5,2,3,3,3,3,3,3,2,3,2,3,5,2,2,1,3,2,3,3,3,4,5,2,4,4,4,5,3,1,4,5,4,4,5,2,4,2,4,2,4,2,1,5,3,5,2,"A32,A14,A31,A8","B8,B1,B9","B3,A29,B9",墨色浓淡相宜，富有层次,搭配简洁剪裁，突出图案主体性
26-30岁,,"金融/商业类,艺术/设计类",,比较喜欢,有所了解,5,3,3,4,3,3,4,3,1,4,3,3,3,4,3,3,5,2,1,3,3,3,3,3,3,5,3,4,5,4,5,3,4,5,2,5,3,5,2,5,3,5,4,5,3,2,5,3,5,3,"A25,A4,A24,A28,A31","B1,B4","B14,B9,B1",抽象构图结合现代感，符合年轻人口味,搭配简洁剪裁，突出图案主体性
20-25岁,,学生,视觉传达,一般,有所了解,4,3,2,5,3,5,1,3,3,4,2,3,5,2,4,4,2,3,3,2,3,4,2,3,3,4,5,2,4,5,4,3,5,4,3,4,4,4,3,5,3,4,5,4,3,2,5,2,4,3,"A6,A10,A5","B7,B2,B5","B3,B1,B5,A30,A31",墨色浓淡相宜，富有层次,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,学生,数字媒体,非常喜欢,非常了解并关注,5,3,4,3,2,2,2,2,2,4,2,4,3,3,3,4,3,1,5,1,5,1,4,3,3,4,2,4,5,5,4,1,3,4,1,5,3,4,2,5,1,5,3,4,4,3,4,3,4,3,"A20,A11,A13,A23","B8,B15,B9","B14,A29,B1,A34,B9",色彩淡雅、笔触灵动，意境深远,可用于整件服装印花，形成整体风格
20-25岁,,艺术/设计类,,一般,听说过，不太了解,5,3,3,2,4,4,2,4,3,3,1,3,3,1,3,5,4,3,3,1,5,5,3,1,2,4,3,2,5,5,4,4,2,5,3,4,1,5,3,5,1,5,2,5,5,4,5,2,4,2,"A10,A21,A1,A30,A32","B2,B13,B11","A31,B5,A1,B3",墨色浓淡相宜，富有层次,在面料上选择质感强烈的织物增强表现力
20-25岁,,"教育/科研类,金融/商业类",,不太喜欢,听说过，不太了解,4,1,1,2,3,3,3,4,3,2,4,3,2,4,5,5,2,3,1,5,2,2,4,5,3,4,3,4,5,4,4,4,3,5,3,5,5,4,3,4,2,5,4,5,2,2,5,2,5,2,"A3,A14,A13","B12,B9,B13","B7,B1,A30",抽象构图结合现代感，符合年轻人口味,可用于整件服装印花，形成整体风格
31-35岁,,"文化/创意产业类,其他",,一般,非常了解并关注,4,3,3,3,3,2,1,3,3,3,3,4,3,1,3,3,3,3,3,2,3,2,3,3,3,5,1,5,5,5,4,1,3,4,2,4,3,5,3,5,2,5,2,5,3,2,4,4,4,3,"A1,A24,A2,A20,A33","B12,B8","B3,B1,B12,A34,B7",色彩饱和度高，具有视觉冲击力,搭配简洁剪裁，突出图案主体性
31-35岁,,艺术/设计类,,一般,有所了解,4,4,4,1,3,3,4,3,5,5,4,3,3,1,3,3,3,3,3,4,3,2,3,5,4,4,3,5,4,4,4,3,3,4,3,4,3,5,3,4,3,5,3,5,3,1,4,2,5,3,"A30,A28,A24","B9,B10","B5,B1,B12",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
26-30岁,,教育/科研类,,比较喜欢,有所了解,5,2,3,2,5,3,2,3,2,5,3,3,3,4,4,4,4,2,5,3,4,3,2,3,1,5,3,2,5,5,5,4,3,5,2,5,4,5,5,5,3,5,3,5,3,3,5,3,5,3,"A7,A6,A2,A27","B8,B12","B5,A26,B9,B3,B14",色彩淡雅、笔触灵动，意境深远,搭配简洁剪裁，突出图案主体性
26-30岁,,"其他,时尚/服装类",,非常喜欢,非常了解并关注,5,3,5,3,3,4,2,3,3,2,3,1,2,3,4,2,3,1,3,3,4,4,2,2,2,5,3,1,4,5,4,4,3,5,3,4,3,5,3,5,4,4,3,4,4,1,5,2,4,4,"A15,A30,A25","B4,B14","A26,A34,B3,B1",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,新媒体/互联网类,,比较喜欢,听说过，不太了解,4,1,2,2,3,5,4,5,5,3,2,3,4,3,3,2,3,3,3,4,1,5,1,5,3,5,2,3,5,4,4,3,2,4,3,4,3,5,3,4,3,4,3,4,5,4,4,3,4,5,"A33,A19,A18","B5,B14,B13","B9,A30,A1,B1",色彩淡雅、笔触灵动，意境深远,建议用于男装外套局部图案，如胸口或袖口
其他,36岁,文化/创意产业类,,比较喜欢,有所了解,4,3,3,3,3,4,3,3,4,3,2,2,2,1,4,3,1,4,3,3,2,2,3,4,2,5,5,3,5,5,5,3,4,5,4,5,3,5,3,5,4,4,4,5,4,4,4,3,5,5,"A34,A21,A22,A11","B4,B9,B7","B7,B9,B1",色彩淡雅、笔触灵动，意境深远,在面料上选择质感强烈的织物增强表现力
20-25岁,,文化/创意产业类,,一般,听说过，不太了解,4,4,4,4,4,3,5,4,3,5,5,4,3,3,3,2,3,3,2,5,3,3,3,1,4,4,3,3,5,5,4,2,3,5,3,4,1,5,3,4,3,4,3,4,5,2,5,5,4,3,"A25,A12,A26,A21,A34","B7,B4","B12,A29,B5",色彩淡雅、笔触灵动，意境深远,在面料上选择质感强烈的织物增强表现力
20-25岁,,学生,视觉传达,一般,完全不了解,5,3,3,3,3,2,3,3,4,3,3,2,2,3,4,3,3,5,2,4,3,3,5,4,3,4,3,1,5,4,5,4,4,5,4,4,4,4,5,4,3,5,4,5,2,2,4,3,5,3,"A11,A21,A14,A6","B1,B7","B9,B7,A29",色彩淡雅、笔触灵动，意境深远,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,金融/商业类,,比较喜欢,听说过，不太了解,5,2,3,3,2,3,3,2,3,3,2,2,3,4,5,1,2,1,3,3,3,4,3,5,2,4,2,1,5,4,5,3,2,4,3,5,5,5,3,4,4,4,5,5,2,3,5,3,4,2,"A2,A9,A30,A23","B4,B11","A31,A30,B5",墨色浓淡相宜，富有层次,在面料上选择质感强烈的织物增强表现力
26-30岁,,学生,平面设计,一般,完全不了解,5,2,3,1,3,4,3,4,4,2,3,1,3,2,5,3,3,4,4,4,2,3,3,3,1,4,5,2,5,4,4,2,3,5,3,4,3,4,5,4,3,5,4,5,2,2,5,4,4,4,"A4,A18,A6,A10,A2","B2,B8","A26,B14,A29,A31,B7",墨色浓淡相宜，富有层次,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,"艺术/设计类,金融/商业类",,一般,非常了解并关注,5,1,4,1,2,2,2,3,2,5,3,3,2,3,2,4,3,4,3,5,2,1,3,5,3,4,3,5,4,4,5,4,4,5,1,5,3,5,4,5,3,4,3,5,2,4,4,1,5,4,"A14,A26,A7,A32","B7,B2","B9,A26,A30,B1",色彩饱和度高，具有视觉冲击力,搭配简洁剪裁，突出图案主体性
20-25岁,,教育/科研类,,非常喜欢,非常了解并关注,5,3,5,3,3,3,2,3,3,4,2,2,1,2,3,5,3,4,3,2,2,2,3,3,4,5,3,4,5,4,5,2,4,4,3,5,4,4,1,5,1,5,4,5,4,5,5,5,4,3,"A11,A12,A20,A1","B11,B10","B7,A1,A26,A34,B14",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
其他,38岁,金融/商业类,,非常喜欢,听说过，不太了解,5,2,1,2,5,3,5,3,5,3,2,2,5,3,2,1,2,4,3,3,5,3,4,3,5,4,4,3,4,4,4,1,3,5,3,5,1,4,3,5,4,4,3,5,3,3,5,1,5,1,"A17,A8,A13,A2,A35","B9,B15","A30,A34,A26",墨色浓淡相宜，富有层次,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,新媒体/互联网类,,非常喜欢,有所了解,5,1,3,3,4,2,3,3,3,2,3,3,1,4,4,1,3,3,1,3,5,3,5,3,1,4,4,3,4,5,5,4,2,4,5,5,3,5,2,4,2,4,4,5,2,4,5,2,5,4,"A15,A6,A9","B5,B8,B4","A34,B12,B5",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
26-30岁,,教育/科研类,,比较喜欢,听说过，不太了解,5,2,1,4,3,3,3,3,3,3,1,5,5,5,4,3,2,1,1,3,3,5,3,3,3,4,5,3,4,5,5,3,3,5,2,5,5,5,3,5,3,5,3,5,3,3,4,4,5,4,"A28,A33,A26,A13","B3,B4,B11","A31,B1,A26,B7,B14",墨色浓淡相宜，富有层次,可用于整件服装印花，形成整体风格
20-25岁,,教育/科研类,,完全不了解/不感兴趣,听说过，不太了解,5,2,4,2,2,2,4,2,2,2,3,4,3,3,2,2,2,3,3,2,4,5,2,1,4,4,3,3,5,5,4,1,2,4,3,5,3,4,3,4,5,4,2,4,3,5,4,3,4,4,"A28,A29,A18,A21","B10,B7","A30,B7,A34,B9",色彩淡雅、笔触灵动，意境深远,在面料上选择质感强烈的织物增强表现力
26-30岁,,文化/创意产业类,,不太喜欢,有所了解,5,3,3,2,3,1,3,3,2,3,4,3,2,4,3,2,3,3,3,3,3,4,3,4,5,4,4,2,4,5,4,2,3,5,3,4,1,4,3,5,3,5,2,5,1,2,5,2,5,3,"A33,A17,A27","B10,B14,B11","A34,B1,A1,A26,A29",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
26-30岁,,其他,,比较喜欢,听说过，不太了解,5,3,3,3,3,4,1,4,3,4,1,4,2,4,3,3,3,2,3,2,3,4,1,3,3,4,5,3,4,4,5,3,2,4,3,5,2,5,5,5,4,5,2,4,3,3,5,2,5,3,"A23,A16,A5","B11,B6","A29,A34,A26,A1",抽象构图结合现代感，符合年轻人口味,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,教育/科研类,,完全不了解/不感兴趣,有所了解,5,2,3,2,2,2,1,3,3,4,1,1,4,2,1,2,4,4,3,3,3,5,1,4,2,4,2,4,5,5,5,3,4,4,3,4,3,5,3,5,3,5,3,5,3,3,5,5,5,3,"A14,A30,A21,A15","B7,B5","A30,B5,B14,A26,B12",抽象构图结合现代感，符合年轻人口味,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,金融/商业类,,不太喜欢,非常了解并关注,5,4,2,3,4,5,3,1,2,3,2,2,4,4,4,2,2,4,4,4,5,4,3,3,3,5,3,4,4,5,4,3,4,4,3,4,4,5,5,5,4,4,3,5,3,4,4,2,5,2,"A27,A28,A21,A13,A4","B8,B1,B5","A26,B14,B3,A29",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
26-30岁,,文化/创意产业类,,非常喜欢,完全不了解,4,3,3,1,1,1,3,4,3,3,3,1,1,4,2,5,2,3,5,3,4,3,3,2,4,4,2,5,4,5,5,3,3,5,3,4,3,5,1,4,3,4,3,4,3,3,4,2,4,1,"A2,A19,A1,A30,A9","B1,B9,B14","A34,B9,A1",色彩淡雅、笔触灵动，意境深远,在面料上选择质感强烈的织物增强表现力
26-30岁,,艺术/设计类,,一般,完全不了解,4,3,4,1,4,5,1,4,3,2,3,1,3,1,4,3,3,2,3,2,4,2,3,2,3,5,3,3,5,5,5,3,4,5,3,4,3,4,3,5,3,5,3,4,2,3,5,4,4,2,"A20,A18,A21,A23","B2,B9,B13","B3,B7,A1,B1",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
26-30岁,,时尚/服装类,,比较喜欢,非常了解并关注,4,1,3,4,2,1,4,4,2,3,2,2,3,5,3,5,3,4,2,2,4,3,3,3,3,5,2,4,4,5,4,4,3,4,2,4,3,5,2,5,4,4,3,5,3,1,4,1,5,3,"A8,A24,A7,A2,A15","B14,B1","A26,A34,B1",墨色浓淡相宜，富有层次,可用于整件服装印花，形成整体风格
20-25岁,,艺术/设计类,,一般,非常了解并关注,5,4,4,3,2,4,4,4,1,1,3,5,4,4,3,3,3,4,3,5,3,1,5,2,3,5,3,4,4,5,4,3,3,5,3,5,4,5,3,5,2,5,1,4,2,3,5,3,5,3,"A24,A35,A1","B5,B13","A26,A1,A31",色彩淡雅、笔触灵动，意境深远,搭配简洁剪裁，突出图案主体性
31-35岁,,新媒体/互联网类,,比较喜欢,有所了解,4,2,2,3,3,3,4,5,3,3,2,3,4,2,2,3,4,3,5,5,2,1,3,3,3,4,2,1,5,5,4,2,1,5,5,4,3,4,3,5,3,5,1,5,3,3,5,5,5,4,"A25,A18,A11,A9,A30","B3,B6","B14,B7,B1",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,金融/商业类,,一般,有所了解,5,4,4,3,4,4,2,4,2,1,3,5,1,4,3,4,4,4,4,4,2,3,2,4,2,4,4,4,5,4,4,2,1,4,3,4,3,4,1,5,4,5,3,5,5,3,5,1,5,3,"A16,A31,A32,A18,A21","B4,B2,B5","B12,A26,A34,B5",墨色浓淡相宜，富有层次,可用于整件服装印花，形成整体风格
31-35岁,,教育/科研类,,不太喜欢,完全不了解,4,2,4,4,2,4,3,2,3,5,3,4,1,4,5,3,3,3,5,2,3,2,3,3,5,5,3,4,4,5,5,3,2,5,3,4,5,5,4,4,5,5,4,4,3,3,5,4,4,5,"A5,A32,A4","B1,B11","B3,B1,A30",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
31-35岁,,新媒体/互联网类,,一般,有所了解,5,4,1,3,3,5,2,2,4,2,3,3,3,3,3,5,2,3,3,3,3,1,5,3,3,5,2,2,4,4,4,3,3,5,1,5,4,5,3,5,2,5,2,4,3,3,5,2,5,5,"A34,A33,A21","B12,B8,B11","B5,A26,A29",墨色浓淡相宜，富有层次,搭配简洁剪裁，突出图案主体性
31-35岁,,时尚/服装类,,非常喜欢,有所了解,4,3,4,3,2,3,2,4,2,3,3,2,1,3,1,3,4,3,3,5,3,5,2,4,3,5,1,2,4,5,5,5,2,4,2,5,4,4,5,4,3,5,2,4,3,1,5,5,5,4,"A33,A13,A26,A5","B7,B3,B11","B7,B9,A26,A29",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,学生,视觉传达,一般,有所了解,5,4,3,2,4,3,4,3,2,2,4,3,3,3,3,2,3,2,3,3,2,3,3,2,5,4,3,2,5,5,5,4,2,4,3,4,3,4,3,5,2,4,3,5,1,2,5,2,5,2,"A16,A2,A30","B5,B1","B9,B5,B3,A34",抽象构图结合现代感，符合年轻人口味,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,金融/商业类,,一般,有所了解,4,3,2,3,3,2,1,4,3,4,2,3,2,2,3,4,3,4,3,3,4,3,3,3,3,5,2,1,5,5,4,2,3,4,3,4,3,4,3,5,3,4,2,4,3,3,4,4,5,3,"A23,A28,A14","B7,B9","B5,A34,A1,B3",抽象构图结合现代感，符合年轻人口味,搭配简洁剪裁，突出图案主体性
20-25岁,,艺术/设计类,,完全不了解/不感兴趣,有所了解,5,1,3,3,3,3,2,4,3,5,1,3,3,3,4,2,2,4,3,2,3,3,3,1,3,5,4,4,5,4,4,3,1,5,4,5,2,4,4,5,2,5,2,4,1,3,4,1,4,3,"A25,A28,A13","B4,B7,B3","A31,B5,B7,B3,B12",色彩饱和度高，具有视觉冲击力,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,学生,视觉传达,不太喜欢,有所了解,4,2,2,1,2,4,3,4,2,3,2,4,5,4,1,3,1,1,1,2,3,3,3,4,2,4,3,3,4,5,4,3,3,4,3,4,2,5,3,5,3,5,2,5,4,1,4,5,5,3,"A16,A8,A15","B1,B15","A31,A30,A26,B5,B9",抽象构图结合现代感，符合年轻人口味,可用于整件服装印花，形成整体风格
20-25岁,,金融/商业类,,一般,有所了解,5,1,3,3,4,3,4,4,3,2,3,4,1,3,2,1,3,3,3,4,1,2,4,3,2,5,4,3,5,4,4,4,3,4,3,5,2,5,1,4,3,4,2,5,3,3,4,3,5,2,"A26,A7,A15,A18,A32","B3,B13","A34,B9,A31",抽象构图结合现代感，符合年轻人口味,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,艺术/设计类,,非常喜欢,非常了解并关注,5,5,3,4,3,2,2,3,3,3,5,4,4,4,4,3,2,3,3,3,4,5,3,3,4,4,2,4,5,5,5,3,3,5,2,4,5,4,2,5,1,5,2,5,3,4,5,3,5,1,"A33,A31,A20","B3,B6","A26,A29,B12,A34,B3",墨色浓淡相宜，富有层次,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,教育/科研类,,一般,非常了解并关注,4,1,5,5,3,2,2,3,3,4,4,4,3,4,4,3,3,2,3,5,3,5,1,4,4,5,5,3,4,4,5,5,1,5,4,4,2,4,2,4,2,4,3,5,4,3,5,4,5,3,"A28,A22,A2,A12","B15,B2,B3","B14,A1,B7,A34,B3",色彩淡雅、笔触灵动，意境深远,在面料上选择质感强烈的织物增强表现力
31-35岁,,其他,,非常喜欢,听说过，不太了解,4,2,3,3,5,3,3,3,3,3,4,3,3,3,4,5,3,3,4,4,3,2,3,3,3,4,1,3,5,5,5,4,2,5,1,5,5,5,3,5,5,4,4,4,4,1,4,4,4,2,"A31,A8,A3","B10,B11","A30,B5,B12,A29",墨色浓淡相宜，富有层次,建议用于男装外套局部图案，如胸口或袖口
26-30岁,,艺术/设计类,,一般,听说过，不太了解,5,3,1,3,2,2,3,3,4,3,5,2,1,3,1,4,3,3,3,3,3,1,1,3,2,5,2,1,4,4,4,2,3,4,4,5,2,4,3,5,5,4,3,5,4,1,5,2,4,3,"A22,A29,A32,A23","B11,B8,B5","B3,A1,A34,A31",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
20-25岁,,艺术/设计类,,一般,有所了解,4,2,3,3,3,3,3,2,3,3,4,3,2,3,4,1,4,2,3,5,3,3,1,2,3,5,3,5,4,5,5,3,3,4,5,5,3,5,1,5,3,5,4,5,3,4,4,3,4,1,"A34,A2,A10,A27","B11,B3","B3,A1,A30,B7",色彩饱和度高，具有视觉冲击力,搭配简洁剪裁，突出图案主体性
20-25岁,,"文化/创意产业类,其他",,一般,有所了解,5,1,2,3,3,2,5,2,4,2,4,3,5,3,1,3,3,2,2,4,1,3,3,3,1,5,1,2,5,5,4,2,3,4,3,5,5,4,3,5,1,5,3,4,5,4,4,4,5,4,"A13,A25,A7","B15,B11,B14","B3,B5,A29,A31,A34",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
20-25岁,,学生,工业设计,非常喜欢,有所了解,4,2,5,5,3,4,5,3,3,4,3,2,3,3,5,3,4,4,3,4,2,3,4,3,4,4,4,2,5,5,5,2,3,5,3,5,3,5,5,4,3,5,1,4,2,2,5,3,4,4,"A18,A20,A13,A3","B14,B10,B2","B14,B3,B7,A34",抽象构图结合现代感，符合年轻人口味,建议用于男装外套局部图案，如胸口或袖口
31-35岁,,艺术/设计类,,非常喜欢,非常了解并关注,4,2,4,5,4,4,3,4,5,3,2,2,3,3,5,3,3,1,3,3,4,3,5,3,3,5,5,2,5,4,5,2,3,5,3,5,3,4,4,5,3,5,2,5,3,2,4,4,4,3,"A10,A30,A34,A19","B5,B8","A26,A31,A1,B3",色彩淡雅、笔触灵动，意境深远,可用于整件服装印花，形成整体风格
26-30岁,,新媒体/互联网类,,不太喜欢,有所了解,5,4,3,5,4,2,3,4,3,4,3,3,2,3,3,4,3,1,3,3,4,4,3,2,2,4,4,2,5,5,5,5,5,5,4,5,4,5,3,5,3,5,4,5,3,3,5,2,4,4,"A8,A4,A32,A20,A1","B6,B11,B1","A31,A29,A34",抽象构图结合现代感，符合年轻人口味,可用于整件服装印花，形成整体风格
20-25岁,,艺术/设计类,,非常喜欢,有所了解,4,3,2,4,3,3,2,3,3,3,5,5,3,1,3,1,4,3,4,5,3,3,3,2,5,5,2,4,4,4,5,3,3,5,2,5,3,5,1,4,5,5,4,4,3,3,5,1,4,3,"A18,A10,A13,A28,A6","B4,B1,B8","A30,B9,B12,B1",色彩饱和度高，具有视觉冲击力,在面料上选择质感强烈的织物增强表现力
20-25岁,,艺术/设计类,,一般,有所了解,5,2,2,3,1,1,3,5,5,3,2,2,3,2,1,3,3,2,4,4,3,1,5,3,2,5,3,3,5,5,5,3,1,4,3,5,2,5,2,5,4,4,3,5,2,5,5,3,4,4,"A20,A12,A28,A21","B11,B13","A31,A29,B1",墨色浓淡相宜，富有层次,搭配简洁剪裁，突出图案主体性
20-25岁,,新媒体/互联网类,,比较喜欢,有所了解,4,2,4,2,3,3,4,3,5,4,4,1,2,2,3,4,2,2,3,2,3,1,3,3,3,4,2,4,5,5,5,1,4,5,3,5,2,5,5,4,1,5,1,5,1,3,4,2,5,4,"A20,A30,A35","B7,B13","A26,A29,B5,B3",抽象构图结合现代感，符合年轻人口味,搭配简洁剪裁，突出图案主体性
20-25岁,,时尚/服装类,,一般,听说过，不太了解,5,2,4,4,3,3,3,4,4,4,3,3,4,2,3,3,5,1,2,2,3,2,3,4,3,4,4,3,4,4,5,4,3,4,4,4,4,5,2,4,2,4,2,5,3,3,5,4,5,2,"A28,A30,A27,A2","B13,B7","B14,A29,B7",抽象构图结合现代感，符合年轻人口味,可用于整件服装印花，形成整体风格
26-30岁,,学生,工业设计,非常喜欢,听说过，不太了解,5,4,3,2,4,1,2,2,5,3,3,4,3,4,3,5,4,3,3,5,3,3,4,3,2,4,3,1,5,5,4,1,4,5,2,5,3,4,3,4,4,5,3,5,1,1,4,1,5,3,"A24,A9,A35,A19,A4","B3,B7,B11","B3,B5,B14",色彩淡雅、笔触灵动，意境深远,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,学生,服装设计,非常喜欢,完全不了解,5,3,3,3,1,5,4,3,3,3,2,2,3,1,1,3,5,5,1,2,3,4,5,4,3,4,1,1,5,4,5,4,1,5,3,5,5,4,3,4,4,5,5,4,3,5,5,1,5,2,"A7,A22,A19,A31","B14,B1,B2","B7,B9,B5,A1,A30",墨色浓淡相宜，富有层次,在面料上选择质感强烈的织物增强表现力
20-25岁,,文化/创意产业类,,一般,有所了解,5,1,1,1,2,3,3,5,3,1,2,4,3,4,2,2,2,4,2,3,3,3,2,3,1,5,1,1,4,5,4,3,1,4,3,4,3,5,4,4,3,5,4,4,3,5,5,4,5,2,"A10,A20,A1","B10,B12,B4","A26,A1,A29",色彩淡雅、笔触灵动，意境深远,建议用于男装外套局部图案，如胸口或袖口
20-25岁,,学生,艺术史,非常喜欢,听说过，不太了解,5,4,3,3,2,5,3,3,5,3,4,4,2,1,5,3,1,3,3,4,5,5,5,1,4,4,2,4,5,5,4,4,2,4,3,4,3,5,3,4,2,5,3,5,2,4,4,3,5,2,"A7,A31,A2","B7,B1,B2","B1,B3,A29,A30",抽象构图结合现代感，符合年轻人口味,在面料上选择质感强烈的织物增强表现力
31-35岁,,其他,,比较喜欢,完全不了解,5,3,2,1,2,5,3,4,2,3,5,1,3,5,5,4,4,3,2,4,5,3,2,3,3,4,4,3,5,4,4,3,3,4,2,4,3,5,4,5,3,5,2,5,3,4,5,2,4,4,"A8,A28,A10,A2,A12","B14,B12","A30,A29,B5,B9,B14",色彩饱和度高，具有视觉冲击力,在面料上选择质感强烈的织物增强表现力
20-25岁,,新媒体/互联网类,,一般,非常了解并关注,4,2,3,4,2,4,2,2,5,2,4,4,1,3,3,5,3,3,2,3,2,1,5,2,2,5,4,1,4,4,4,3,3,5,3,5,3,5,3,5,3,5,4,4,3,4,5,3,5,2,"A7,A32,A24,A18","B7,B12,B13","B3,B1,B12",墨色浓淡相宜，富有层次,建议用于男装外套局部图案，如胸口或袖口
31-35岁,,新媒体/互联网类,,非常喜欢,有所了解,4,3,3,1,2,2,2,2,4,3,3,5,3,5,2,3,3,3,3,2,4,3,1,3,4,4,1,4,5,4,5,3,5,5,4,5,1,4,3,4,3,5,2,5,3,3,4,2,5,4,"A8,A25,A1,A20","B11,B15","B7,B3,A1,A34,A29",色彩饱和度高，具有视觉冲击力,在面料上选择质感强烈的织物增强表现力
26-30岁,,新媒体/互联网类,,一般,有所了解,4,3,2,3,2,3,3,4,3,5,1,3,3,5,3,3,2,2,3,4,2,2,2,2,5,5,3,2,5,4,5,5,3,4,2,5,1,4,4,5,3,4,3,4,2,4,4,1,4,3,"A11,A23,A33","B6,B12","B1,B5,A26,A29,B7",抽象构图结合现代感，符合年轻人口味,搭配简洁剪裁，突出图案主体性
26-30岁,,时尚/服装类,,一般,听说过，不太了解,4,3,3,1,2,3,3,3,4,3,5,3,3,1,3,4,3,2,3,1,3,3,3,4,3,5,3,4,5,4,4,3,2,4,2,5,3,4,3,5,3,5,1,5,3,3,5,3,5,3,"A9,A18,A20,A26,A5","B7,B8,B10","A29,B7,B5,B9,A31",墨色浓淡相宜，富有层次,搭配简洁剪裁，突出图案主体性
20-25岁,,金融/商业类,,一般,完全不了解,4,2,3,2,1,3,2,2,5,2,2,2,4,4,2,2,4,2,5,3,2,4,3,2,3,5,2,3,4,5,4,2,3,5,4,4,4,5,2,5,3,5,5,5,1,4,4,3,4,2,"A23,A26,A5,A3,A2","B4,B2","A26,B3,B9,B12,A34",墨色浓淡相宜，富有层次,可用于整件服装印花，形成整体风格
